applicant_id,gender,race,age,education,experience_years,skill_score,interview_score,hired
1267,Male,Asian,22,Bachelor,5,92,75,1
1268,Male,White,25,Bachelor,4,69,61,1
1269,Male,White,37,High School,6,28,80,1
1270,Male,Black,38,High School,15,67,71,1
1271,Female,White,24,Bachelor,10,70,65,1
1272,Female,Asian,35,Master,2,66,50,1
1273,Female,White,41,Bachelor,4,75,62,1
1274,Male,White,23,Bachelor,9,62,43,1
1275,Male,Black,46,Bachelor,3,82,64,0
1276,Male,Black,31,High School,4,52,66,0
1277,Male,White,47,PhD,14,88,16,1
1278,Female,White,29,Master,4,93,60,0
1279,Male,Hispanic,24,High School,12,56,41,0
1280,Male,White,30,Master,14,56,74,1
1281,Male,Hispanic,34,Bachelor,4,76,77,1
1282,Female,Black,31,PhD,3,52,56,0
1283,Male,Hispanic,32,Bachelor,6,62,75,0
1284,Male,Black,38,Bachelor,2,86,76,1
1285,Male,White,33,Bachelor,8,81,60,1
1286,Male,Black,34,Master,6,99,95,1
1287,Male,Hispanic,21,High School,9,72,50,0
1288,Male,White,38,Master,14,60,94,1
1289,Male,Asian,34,High School,12,70,60,1
1290,Male,White,51,PhD,10,67,48,1
1291,Male,White,25,High School,0,67,57,1
1292,Male,White,21,PhD,10,69,43,1
1293,Male,Asian,41,Bachelor,16,56,80,1
1294,Female,White,38,Bachelor,0,74,32,1
1295,Female,Hispanic,24,PhD,11,48,92,1
1296,Male,Hispanic,21,PhD,7,59,46,0
1297,Male,White,50,Master,3,68,81,1
1298,Male,White,49,High School,12,36,65,0
1299,Female,Black,21,Bachelor,16,81,70,0
1300,Female,White,30,Bachelor,11,39,53,1
1301,Male,Hispanic,51,Bachelor,6,80,72,0
1302,Female,White,30,Bachelor,3,50,67,0
1303,Male,White,30,High School,8,63,35,1
1304,Male,Hispanic,32,Master,12,77,45,0
1305,Female,White,23,Master,6,100,54,0
1306,Female,White,21,High School,6,71,49,0
1307,Female,White,45,Bachelor,22,40,90,1
1308,Female,White,21,Bachelor,13,84,65,1
1309,Male,White,37,Master,13,66,49,1
1310,Female,Hispanic,43,High School,0,71,55,0
1311,Male,White,21,Bachelor,4,78,54,1
1312,Female,White,25,Bachelor,8,36,59,0
1313,Male,Black,47,Bachelor,2,70,43,1
1314,Female,White,40,Master,16,63,48,1
1315,Male,White,28,Master,15,88,80,1
1316,Female,Asian,47,High School,5,80,68,0
1317,Male,Black,47,Bachelor,16,45,61,0
1318,Female,Black,37,PhD,7,88,65,0
1319,Male,Black,25,High School,20,76,64,1
1320,Male,White,30,Master,8,46,60,1
1321,Male,Black,37,Master,10,70,75,0
1322,Male,White,33,Master,14,85,73,1
1323,Female,White,44,Bachelor,14,51,33,1
1324,Male,White,21,Bachelor,10,90,62,1
1325,Female,White,21,PhD,7,47,34,1
1326,Male,White,36,Bachelor,10,58,77,0
1327,Male,Asian,30,High School,3,55,80,1
1328,Female,White,28,Bachelor,8,90,52,1
1329,Female,White,21,High School,2,62,62,1
1330,Male,White,35,Master,0,52,22,0
1331,Male,White,34,Bachelor,8,76,84,0
1332,Female,Black,41,Master,14,79,79,1
1333,Male,White,35,Master,12,80,88,1
1334,Female,White,33,High School,7,65,94,0
1335,Female,White,46,Bachelor,16,73,40,1
1336,Female,Hispanic,21,Master,5,60,82,1
1337,Male,White,40,Bachelor,0,95,94,0
1338,Female,White,21,PhD,0,87,35,0
1339,Male,White,26,Master,2,86,61,0
1340,Male,White,22,High School,12,81,57,1
1341,Male,White,42,Master,4,77,82,1
1342,Male,Black,34,High School,10,51,17,0
1343,Female,Black,34,High School,16,79,100,1
1344,Female,Hispanic,23,Master,2,71,62,1
1345,Female,White,32,Master,10,88,83,1
1346,Male,White,27,Bachelor,10,82,63,0
1347,Male,White,38,Bachelor,3,78,74,1
1348,Male,Asian,25,Bachelor,14,44,18,1
1349,Female,Black,48,Bachelor,6,68,57,1
1350,Male,Black,21,Bachelor,6,61,81,0
1351,Female,White,26,Bachelor,18,73,70,0
1352,Male,White,51,Bachelor,10,63,32,0
1353,Male,White,30,PhD,12,65,66,1
1354,Female,Black,21,Bachelor,14,76,48,0
1355,Male,Asian,37,High School,4,63,46,0
1356,Female,Asian,30,Master,14,71,34,0
1357,Female,White,26,Master,5,47,77,1
1358,Male,White,24,PhD,5,57,87,1
1359,Male,Asian,62,High School,6,79,100,1
1360,Male,Black,32,High School,4,51,35,0
1361,Female,White,21,Bachelor,12,88,80,1
1362,Male,White,49,Bachelor,9,84,81,1
1363,Female,White,41,Bachelor,5,65,53,1
1364,Female,White,27,Bachelor,11,100,46,1
1365,Female,White,25,High School,6,88,43,1
1366,Male,Black,41,Bachelor,6,55,54,0
1367,Female,White,32,Master,8,81,69,0
1368,Female,White,21,Bachelor,10,70,92,1
1369,Male,White,52,Master,9,58,87,1
1370,Male,Hispanic,30,Bachelor,6,53,32,0
1371,Female,Black,49,Bachelor,12,84,49,0
1372,Male,White,47,Bachelor,6,61,90,1
1373,Female,Asian,24,Bachelor,4,68,50,0
1374,Male,Asian,45,High School,0,56,63,1
1375,Male,White,28,Master,12,58,30,0
1376,Female,White,21,Master,8,68,88,1
1377,Male,Hispanic,30,Bachelor,9,75,26,1
1378,Male,Hispanic,38,High School,13,31,32,1
1379,Male,Asian,30,PhD,5,70,86,1
1380,Male,Hispanic,31,Bachelor,1,58,100,1
1381,Male,Black,46,High School,8,91,59,0
1382,Male,White,36,Bachelor,9,100,64,1
1383,Female,White,26,Master,6,64,83,1
1384,Male,White,42,Bachelor,15,44,70,0
1385,Female,White,36,Bachelor,0,71,57,0
1386,Male,Black,21,Bachelor,13,66,55,0
1387,Female,Black,39,High School,11,99,33,0
1388,Male,Hispanic,38,Bachelor,10,94,69,1
1389,Female,White,35,Master,0,82,63,1
1390,Male,Black,43,Bachelor,14,61,56,1
1391,Male,White,28,High School,2,80,44,0
1392,Male,White,38,High School,5,73,46,1
1393,Male,Hispanic,21,Bachelor,7,73,77,1
1394,Male,Black,39,Master,10,46,82,1
1395,Male,Asian,54,Bachelor,11,85,58,1
1396,Female,White,25,Bachelor,12,71,56,1
1397,Male,White,27,High School,12,68,47,1
1398,Male,White,27,Bachelor,9,60,83,1
1399,Male,White,36,High School,10,58,65,1
1400,Female,Hispanic,24,Master,2,74,72,1
1401,Male,Black,39,Bachelor,4,43,72,0
1402,Male,Hispanic,43,Master,12,81,58,1
1403,Male,White,40,Master,12,54,41,1
1404,Female,Hispanic,21,Master,11,39,45,0
1405,Female,White,44,Bachelor,5,97,87,1
1406,Male,Hispanic,44,High School,12,57,50,1
1407,Female,White,43,PhD,2,59,56,0
1408,Female,White,38,Master,13,87,42,1
1409,Male,White,37,Master,6,97,40,1
1410,Female,Asian,45,High School,16,47,49,0
1411,Male,White,54,Bachelor,0,55,98,1
1412,Male,White,25,Master,16,56,78,1
1413,Male,Hispanic,45,High School,6,84,54,0
1414,Male,White,34,Bachelor,6,94,86,1
1415,Male,White,33,Bachelor,8,53,61,1
1416,Female,White,21,High School,4,91,92,1
1417,Male,White,32,Bachelor,7,59,100,1
1418,Male,Asian,25,Bachelor,4,75,85,1
1419,Male,Hispanic,30,High School,4,50,66,1
1420,Female,White,24,Bachelor,10,68,78,0
1421,Male,Asian,30,Bachelor,3,68,65,0
1422,Male,White,30,Bachelor,4,65,28,1
1423,Male,White,35,Master,1,75,51,1
1424,Male,White,21,Bachelor,5,54,45,1
1425,Female,White,21,Bachelor,14,56,51,1
1426,Female,White,38,Master,3,76,100,0
1427,Male,Asian,27,PhD,4,90,87,1
1428,Female,Hispanic,45,High School,8,69,73,1
1429,Female,White,37,Bachelor,6,77,81,1
1430,Female,Black,41,Bachelor,19,81,27,1
1431,Male,Black,49,Bachelor,7,82,79,1
1432,Male,Asian,31,Master,9,55,83,1
1433,Male,Hispanic,29,PhD,12,58,20,0
1434,Female,White,43,PhD,12,59,80,1
1435,Male,Hispanic,40,Bachelor,9,98,36,1
1436,Male,Black,33,Bachelor,7,77,25,1
1437,Male,Black,48,PhD,18,76,91,1
1438,Female,White,32,Bachelor,7,75,44,0
1439,Male,White,35,Bachelor,5,50,50,0
1440,Female,White,35,Master,4,99,84,1
1441,Female,White,25,Bachelor,0,77,58,0
1442,Male,White,35,Bachelor,12,80,61,1
1443,Female,Black,48,Master,0,43,60,1
1444,Male,White,39,High School,7,81,71,1
1445,Female,Black,35,High School,6,64,60,0
1446,Male,White,33,Bachelor,19,50,67,1
1447,Female,Asian,38,Bachelor,0,55,54,0
1448,Female,White,42,High School,3,51,72,0
1449,Female,White,41,Bachelor,7,50,71,1
1450,Female,Black,31,Bachelor,7,70,100,0
1451,Male,Hispanic,38,Master,5,64,57,0
1452,Male,Asian,39,Bachelor,7,75,61,1
1453,Female,White,24,Master,1,95,69,1
1454,Male,White,36,Bachelor,9,68,84,1
1455,Male,Asian,21,Master,0,36,43,0
1456,Female,White,39,Bachelor,7,66,67,1
1457,Female,Black,41,High School,4,87,14,0
1458,Female,White,42,Master,13,68,59,1
1459,Male,White,31,Bachelor,16,92,86,1
1460,Female,White,38,High School,6,76,50,0
1461,Male,White,49,Bachelor,14,42,68,0
1462,Female,Black,49,Master,6,71,54,0
1463,Male,Asian,34,Bachelor,3,74,47,1
1464,Female,White,36,High School,16,86,84,0
1465,Female,Hispanic,46,High School,10,97,44,0
1466,Male,White,21,Bachelor,8,83,70,1
1467,Female,White,31,Bachelor,11,76,71,1
1468,Male,White,48,Bachelor,9,80,47,0
1469,Female,Asian,44,High School,7,67,68,0
1470,Female,Hispanic,38,Bachelor,1,48,46,0
1471,Male,Black,21,Master,6,70,75,1
1472,Female,Hispanic,34,Master,11,75,38,0
1473,Female,Black,29,Master,7,51,58,0
1474,Male,Asian,38,High School,12,89,59,1
1475,Male,Black,26,PhD,9,85,87,1
1476,Female,Asian,24,Bachelor,3,49,67,0
1477,Female,White,21,PhD,1,90,84,0
1478,Female,White,47,Bachelor,7,65,76,0
1479,Female,White,31,Bachelor,5,58,75,0
1480,Male,White,36,Bachelor,9,86,58,1
1481,Female,Black,34,Bachelor,4,69,85,0
1482,Male,White,24,Master,4,98,57,1
1483,Male,Black,22,Master,13,57,30,1
1484,Male,White,24,PhD,8,44,60,1
1485,Male,White,27,Bachelor,4,65,74,0
1486,Male,White,38,Bachelor,8,81,32,1
1487,Male,Asian,27,High School,14,56,47,0
1488,Female,White,52,PhD,9,50,40,1
1489,Male,White,45,Bachelor,10,73,80,0
1490,Male,Black,43,Master,4,48,98,0
1491,Male,Black,33,Bachelor,13,74,60,1
1492,Male,White,50,Bachelor,19,64,75,1
1493,Male,White,32,PhD,4,77,75,1
1494,Male,White,34,High School,2,49,96,0
1495,Male,Asian,36,Bachelor,8,89,51,0
1496,Female,White,42,High School,12,67,60,1
1497,Male,White,41,Master,7,81,58,1
1498,Male,White,30,High School,2,84,66,0
1499,Male,White,29,High School,7,52,100,0
1500,Female,Hispanic,41,Bachelor,10,83,65,1
1501,Male,White,42,Bachelor,5,48,47,1
1502,Male,White,31,Bachelor,11,49,41,1
1503,Male,White,21,High School,13,99,90,1
1504,Male,White,32,PhD,9,86,47,1
1505,Male,White,41,PhD,7,100,78,1
1506,Male,Hispanic,53,Bachelor,12,64,51,1
1507,Male,Hispanic,23,Master,3,71,39,0
1508,Male,Asian,30,Bachelor,3,77,77,1
1509,Male,Hispanic,31,Bachelor,6,69,52,0
1510,Female,Black,48,Bachelor,5,58,73,0
1511,Female,White,34,Bachelor,3,56,74,0
1512,Female,Hispanic,25,Bachelor,17,73,75,1
1513,Female,Hispanic,40,Bachelor,18,53,59,1
1514,Male,Hispanic,30,Master,6,53,78,1
1515,Male,White,22,Bachelor,8,75,46,0
1516,Male,White,26,Master,7,68,15,1
1517,Female,Hispanic,52,High School,13,84,79,1
1518,Female,Black,38,Bachelor,14,63,68,0
1519,Male,Asian,36,Bachelor,0,61,52,1
1520,Female,White,32,Bachelor,10,76,35,0
1521,Male,White,37,Master,1,57,24,1
1522,Female,White,37,Master,16,60,66,1
1523,Male,Hispanic,37,Bachelor,10,60,97,1
1524,Male,White,36,Master,3,66,62,1
1525,Male,White,43,PhD,6,96,57,1
1526,Male,Asian,35,Bachelor,6,49,64,1
1527,Male,White,25,High School,10,89,100,1
1528,Male,Hispanic,28,Master,13,81,80,0
1529,Female,White,21,High School,2,93,46,0
1530,Male,Hispanic,55,Master,17,100,65,1
1531,Male,Black,43,Bachelor,16,91,71,1
1532,Male,Asian,26,Bachelor,3,83,43,0
1533,Female,Asian,32,High School,8,50,80,1
1534,Male,White,28,Bachelor,16,52,48,0
1535,Male,White,50,PhD,14,75,34,1
1536,Male,White,21,High School,6,44,66,0
1537,Male,Black,36,Bachelor,12,79,63,0
1538,Female,Hispanic,33,PhD,22,37,64,1
1539,Male,White,43,Bachelor,8,87,49,0
1540,Male,Black,33,Bachelor,4,65,52,1
1541,Female,White,21,Bachelor,8,71,87,0
1542,Male,Hispanic,32,Bachelor,9,58,73,1
1543,Male,Asian,25,High School,5,41,45,1
1544,Male,White,35,High School,10,88,25,1
1545,Female,White,49,Bachelor,1,90,46,0
1546,Male,White,21,PhD,4,64,68,1
1547,Female,Black,26,High School,11,79,52,0
1548,Male,White,29,Bachelor,0,64,50,1
1549,Male,White,31,Bachelor,12,74,53,1
1550,Female,White,42,Master,0,81,63,0
1551,Female,White,33,Bachelor,0,78,80,1
1552,Male,White,39,Master,5,90,64,1
1553,Female,Black,28,High School,9,77,66,0
1554,Female,White,37,PhD,14,70,60,1
1555,Male,Hispanic,42,Bachelor,8,58,55,0
1556,Male,Black,27,Master,6,62,82,1
1557,Male,White,42,Bachelor,10,82,79,1
1558,Male,White,35,Master,3,47,100,1
1559,Female,Hispanic,45,High School,8,86,77,1
1560,Female,Asian,32,High School,2,65,55,0
1561,Male,White,38,Bachelor,8,57,46,0
1562,Male,White,34,Master,7,53,84,1
1563,Female,White,34,Master,3,80,48,1
1564,Male,Black,37,Bachelor,8,69,81,1
1565,Female,White,40,Bachelor,8,93,49,1
1566,Male,White,22,High School,13,51,71,1
1567,Female,Black,49,Master,0,61,43,0
1568,Male,Black,21,Master,7,68,80,0
1569,Female,White,28,Master,4,58,40,1
1570,Male,White,34,Bachelor,12,70,70,0
1571,Male,Black,39,PhD,11,74,61,1
1572,Male,White,50,Master,10,77,67,1
1573,Female,White,21,Bachelor,4,92,57,1
1574,Female,Hispanic,29,Bachelor,12,50,56,1
1575,Male,White,21,Bachelor,0,75,68,0
1576,Male,Black,35,Bachelor,0,60,44,0
1577,Male,Asian,37,Bachelor,1,76,44,1
1578,Female,White,50,Bachelor,7,76,57,1
1579,Male,White,36,Bachelor,11,55,57,1
1580,Male,Black,45,Bachelor,0,56,44,0
1581,Male,Hispanic,40,Bachelor,14,77,83,0
1582,Male,Asian,30,Bachelor,8,70,58,1
1583,Male,Hispanic,21,Master,0,66,60,1
1584,Male,White,37,Bachelor,8,79,38,1
1585,Female,Black,21,High School,13,80,100,0
1586,Male,White,47,Bachelor,10,62,100,1
1587,Female,White,33,Master,13,57,49,1
1588,Male,White,46,Master,1,51,89,0
1589,Male,White,30,Bachelor,5,70,63,1
1590,Female,Hispanic,37,PhD,3,48,97,1
1591,Female,White,37,High School,16,71,71,0
1592,Female,White,34,PhD,11,88,66,1
1593,Male,White,30,Bachelor,22,64,15,1
1594,Male,Hispanic,38,High School,5,61,47,0
1595,Female,Hispanic,25,Bachelor,4,99,65,0
1596,Male,White,22,Bachelor,7,92,68,1
1597,Male,White,47,Bachelor,14,58,40,1
1598,Male,White,42,Master,6,72,50,1
1599,Male,Asian,35,Master,8,74,76,1
1600,Female,Black,51,Bachelor,8,73,37,0
1601,Male,White,32,Bachelor,8,97,67,1
1602,Male,Black,48,High School,4,71,89,0
1603,Male,White,36,High School,7,73,72,1
1604,Male,Hispanic,24,Bachelor,7,80,71,1
1605,Male,White,53,High School,7,87,24,1
1606,Male,White,44,Master,12,84,48,1
1607,Male,White,33,Bachelor,16,78,100,1
1608,Female,White,42,High School,3,46,53,0
1609,Male,Asian,30,Bachelor,6,62,90,0
1610,Male,White,43,High School,3,82,52,0
1611,Female,Hispanic,21,Bachelor,8,73,59,0
1612,Female,Hispanic,24,Master,5,82,75,0
1613,Male,White,44,Bachelor,9,98,67,1
1614,Male,White,32,High School,13,52,72,1
1615,Male,White,37,Master,0,87,48,1
1616,Female,Black,21,High School,10,65,42,0
1617,Female,White,53,Master,5,84,47,1
1618,Female,White,46,Bachelor,10,69,54,0
1619,Male,White,32,Bachelor,3,100,60,1
1620,Female,Black,30,Master,13,71,85,0
1621,Male,White,45,Master,12,60,66,1
1622,Male,White,54,High School,10,76,74,0
1623,Male,White,44,Bachelor,11,74,67,1
1624,Female,White,56,Master,4,87,42,1
1625,Male,Hispanic,25,High School,4,76,65,1
1626,Female,White,26,Bachelor,11,100,67,0
1627,Male,Hispanic,23,Master,4,68,80,1
1628,Male,Black,39,Bachelor,15,68,43,0
1629,Male,Black,36,Master,6,60,24,0
1630,Male,Black,33,Master,10,71,68,1
1631,Female,White,43,Master,18,73,72,1
1632,Male,White,47,Master,4,74,61,1
1633,Female,Black,21,Bachelor,8,71,65,1
1634,Female,White,29,Bachelor,13,60,82,0
1635,Female,Black,43,Bachelor,12,56,55,1
1636,Male,White,30,Master,6,64,59,1
1637,Male,Asian,27,Master,5,87,66,1
1638,Male,Black,45,Bachelor,6,90,40,0
1639,Female,White,22,Bachelor,15,68,61,1
1640,Female,White,31,PhD,6,55,63,0
1641,Male,Hispanic,38,Bachelor,8,68,97,0
1642,Female,Hispanic,29,High School,5,100,59,0
1643,Male,White,42,Master,11,84,69,1
1644,Female,Hispanic,29,PhD,8,78,83,1
1645,Male,White,49,Master,2,84,48,0
1646,Female,White,33,Master,3,93,92,0
1647,Male,Hispanic,41,Bachelor,0,52,100,1
1648,Female,Hispanic,42,Master,3,64,64,1
1649,Female,Black,28,Bachelor,11,62,54,0
1650,Female,Hispanic,21,Master,14,78,97,1
1651,Male,White,38,Bachelor,11,72,80,0
1652,Male,Hispanic,35,High School,10,81,66,0
1653,Male,White,40,Bachelor,7,62,93,1
1654,Male,White,32,Bachelor,11,90,91,1
1655,Male,White,30,Master,9,68,58,1
1656,Female,White,55,PhD,17,80,69,1
1657,Male,White,21,Master,7,87,76,1
1658,Male,White,42,Master,14,86,65,1
1659,Male,White,29,Bachelor,12,75,37,0
1660,Male,White,31,Master,11,82,46,1
1661,Male,Black,31,Master,0,96,37,1
1662,Male,White,26,Master,12,77,74,1
1663,Female,White,40,Bachelor,7,59,41,1
1664,Male,Hispanic,48,Bachelor,5,78,68,1
1665,Female,Hispanic,39,Master,0,69,100,1
1666,Female,Hispanic,36,Bachelor,7,34,93,1
1667,Male,White,25,Master,8,76,28,1
1668,Female,Hispanic,40,PhD,1,71,39,0
1669,Male,White,56,Bachelor,0,87,49,0
1670,Female,White,31,Master,10,58,41,1
1671,Male,White,31,Master,12,47,31,1
1672,Female,Hispanic,29,Master,8,72,64,1
1673,Female,White,30,Bachelor,13,75,79,1
1674,Female,White,21,Master,7,71,84,1
1675,Female,White,39,Bachelor,7,70,55,0
1676,Male,Hispanic,26,High School,3,53,59,1
1677,Male,Black,21,Master,0,67,72,1
1678,Male,White,42,Master,17,64,62,1
1679,Male,Black,24,Master,13,86,81,0
1680,Female,White,31,High School,1,75,73,0
1681,Male,Black,49,High School,8,65,57,1
1682,Female,White,21,PhD,7,95,27,1
1683,Female,Hispanic,21,High School,6,65,94,0
1684,Female,White,37,Master,5,78,51,1
1685,Male,Black,46,Master,9,67,72,1
1686,Female,White,21,Master,12,94,26,0
1687,Female,White,39,High School,10,71,64,0
1688,Male,White,40,Master,7,71,67,1
1689,Male,White,21,Master,7,67,67,1
1690,Female,White,42,Bachelor,12,72,100,0
1691,Male,Hispanic,43,Bachelor,10,87,52,1
1692,Male,White,31,Bachelor,8,82,81,0
1693,Male,Black,47,High School,7,70,75,0
1694,Male,Hispanic,46,Master,9,95,51,0
1695,Male,Black,36,Master,5,83,81,0
1696,Male,Hispanic,30,PhD,12,63,61,1
1697,Male,Black,25,Bachelor,2,49,82,0
1698,Male,White,34,Master,5,63,100,1
1699,Female,Hispanic,40,Bachelor,11,76,68,1
1700,Male,White,31,Master,2,78,59,1
1701,Female,Black,21,Bachelor,0,90,86,0
1702,Male,Hispanic,47,PhD,8,53,92,1
1703,Male,White,36,Master,0,63,47,1
1704,Male,White,31,PhD,1,52,55,1
1705,Male,White,43,Master,11,49,78,0
1706,Male,Hispanic,50,Master,6,60,62,1
1707,Female,Asian,21,High School,14,75,45,0
1708,Male,White,39,Master,1,81,75,1
1709,Male,Black,21,Bachelor,7,55,78,1
1710,Female,Asian,39,Bachelor,9,57,58,0
1711,Male,White,36,High School,2,43,66,0
1712,Male,White,41,Master,13,73,53,1
1713,Female,Black,30,Bachelor,10,59,43,0
1714,Male,Hispanic,21,Bachelor,0,94,55,0
1715,Male,Hispanic,30,Master,7,76,66,1
1716,Female,White,39,PhD,9,67,35,1
1717,Male,White,45,Master,5,60,56,1
1718,Female,White,23,Bachelor,0,47,66,0
1719,Female,White,45,Bachelor,9,49,88,1
1720,Male,White,28,Bachelor,19,60,58,1
1721,Male,Hispanic,38,Bachelor,6,59,40,0
1722,Male,White,29,High School,15,55,60,1
1723,Male,Hispanic,36,PhD,4,75,53,1
1724,Male,White,43,Bachelor,9,77,76,1
1725,Female,Black,22,High School,11,63,58,0
1726,Male,White,28,Bachelor,7,99,10,1
1727,Male,White,36,Bachelor,6,43,100,0
1728,Female,White,59,Bachelor,11,70,67,0
1729,Female,Asian,26,High School,17,66,66,0
1730,Male,Hispanic,55,PhD,9,61,34,1
1731,Male,White,55,Bachelor,5,59,35,0
1732,Female,White,34,High School,7,69,63,0
1733,Male,Asian,32,High School,20,66,71,1
1734,Male,White,28,Bachelor,8,64,79,0
1735,Male,White,34,High School,5,50,69,0
1736,Female,Black,21,High School,2,45,41,0
1737,Male,Asian,34,Bachelor,0,65,14,0
1738,Male,White,49,Bachelor,9,63,62,1
1739,Male,White,28,High School,11,67,54,0
1740,Male,Asian,32,Bachelor,6,68,39,1
1741,Female,White,21,Bachelor,7,62,81,0
1742,Female,White,38,High School,2,66,33,1
1743,Female,Black,37,Bachelor,8,57,77,0
1744,Male,Hispanic,35,High School,10,92,36,0
1745,Male,White,32,High School,5,58,67,0
1746,Male,Asian,32,Bachelor,16,64,83,0
1747,Male,Black,40,Bachelor,3,59,58,1
1748,Male,White,34,High School,9,58,98,1
1749,Female,Asian,38,Bachelor,12,70,100,1
1750,Male,White,37,PhD,7,68,69,1
1751,Male,White,46,Master,7,63,75,1
1752,Male,Black,41,Master,0,65,86,1
1753,Male,White,36,Master,14,59,75,1
1754,Male,White,50,PhD,7,76,73,1
1755,Female,White,39,Master,10,100,54,1
1756,Female,White,48,Bachelor,11,56,31,0
1757,Female,Hispanic,41,Bachelor,4,75,37,0
1758,Male,Black,21,High School,7,70,100,1
1759,Male,Asian,48,Master,14,80,71,1
1760,Male,White,36,PhD,2,80,60,1
1761,Male,White,34,Bachelor,18,73,90,1
1762,Female,White,37,Master,4,69,50,1
1763,Male,White,31,Bachelor,2,63,76,0
1764,Male,White,37,Bachelor,8,58,66,1
1765,Male,Hispanic,29,Bachelor,19,68,74,0
1766,Male,Asian,47,Bachelor,0,50,58,1
1767,Female,Asian,33,Bachelor,7,61,45,1
1768,Male,White,31,Master,10,86,48,1
1769,Male,Hispanic,25,Master,8,71,49,1
1770,Male,White,37,Master,9,83,64,1
1771,Male,White,36,Bachelor,4,92,33,1
1772,Female,Hispanic,38,Master,5,67,40,0
1773,Female,Black,24,Bachelor,7,73,67,0
1774,Female,White,21,Bachelor,2,65,62,1
1775,Female,White,41,Master,7,57,68,1
1776,Male,White,49,Bachelor,6,55,64,0
1777,Female,Hispanic,24,High School,5,82,100,0
1778,Male,White,50,Bachelor,9,73,67,1
1779,Male,Asian,37,Master,0,97,57,1
1780,Female,White,34,Bachelor,6,84,67,1
1781,Male,White,31,Bachelor,19,59,85,1
1782,Female,White,21,Master,2,82,64,1
1783,Male,White,44,Master,14,65,78,0
1784,Female,White,27,Master,8,88,72,1
1785,Female,Black,27,Bachelor,4,62,59,0
1786,Female,Hispanic,44,High School,1,54,67,0
1787,Female,Asian,21,Bachelor,8,58,96,1
1788,Male,Hispanic,21,Bachelor,15,58,69,0
1789,Male,Hispanic,34,Master,6,57,45,1
1790,Male,Black,37,High School,7,61,58,0
1791,Male,Hispanic,39,Bachelor,13,82,22,1
1792,Female,White,31,Master,9,96,67,0
1793,Male,White,60,Master,0,50,91,1
1794,Female,White,32,Master,8,88,38,0
1795,Male,White,32,Master,15,62,67,1
1796,Male,White,27,Master,7,75,84,1
1797,Female,Asian,36,Master,0,45,86,1
1798,Male,White,41,Bachelor,9,77,90,0
1799,Male,White,47,PhD,7,39,27,1
1800,Male,White,21,Bachelor,0,74,75,0
1801,Female,White,32,Bachelor,0,73,34,1
1802,Female,White,39,Bachelor,12,72,45,1
1803,Male,White,40,Master,4,58,81,1
1804,Male,White,35,PhD,3,78,68,1
1805,Male,White,40,High School,7,75,79,0
1806,Female,Hispanic,26,High School,4,66,46,0
1807,Female,Hispanic,50,Master,8,80,94,0
1808,Male,White,44,PhD,6,68,78,1
1809,Male,White,21,Bachelor,2,77,82,1
1810,Male,White,24,Bachelor,5,68,43,0
1811,Female,Hispanic,24,Master,10,73,88,0
1812,Female,White,41,Bachelor,8,78,58,1
1813,Male,White,22,Master,7,64,52,1
1814,Male,Hispanic,31,High School,17,51,77,1
1815,Male,White,39,High School,11,74,76,1
1816,Female,White,34,Bachelor,12,87,48,0
1817,Male,White,37,Bachelor,7,74,100,1
1818,Female,Asian,24,High School,9,74,100,1
1819,Female,Hispanic,40,High School,5,69,77,1
1820,Male,Black,28,Master,11,81,73,1
1821,Male,White,31,High School,7,67,71,1
1822,Male,White,37,PhD,9,63,34,1
1823,Male,Asian,36,Bachelor,8,86,67,1
1824,Female,Asian,35,Master,7,62,66,1
1825,Female,White,27,Bachelor,22,83,53,1
1826,Male,Hispanic,32,Bachelor,4,86,58,0
1827,Male,White,35,Bachelor,4,78,17,1
1828,Female,White,21,Bachelor,11,51,43,1
1829,Female,Black,30,Master,5,70,83,1
1830,Male,White,38,Master,6,66,99,1
1831,Female,Asian,22,Master,2,62,46,1
1832,Male,White,46,Bachelor,10,72,68,1
1833,Male,White,47,Master,10,81,86,1
1834,Female,Asian,22,Bachelor,6,63,54,1
1835,Female,Asian,48,PhD,11,67,78,0
1836,Female,White,33,Master,0,66,64,0
1837,Male,White,39,High School,4,87,88,1
1838,Male,Black,30,Bachelor,7,66,39,0
1839,Female,White,44,Bachelor,2,51,42,0
1840,Male,Asian,39,Master,0,46,70,0
1841,Male,Asian,26,Bachelor,6,75,66,1
1842,Male,White,23,Master,11,58,63,1
1843,Male,White,21,Bachelor,14,80,76,0
1844,Male,White,36,High School,5,50,46,0
1845,Female,Asian,40,High School,11,61,37,0
1846,Male,White,41,Bachelor,11,50,54,1
1847,Male,White,33,Master,14,76,57,1
1848,Male,White,23,Bachelor,6,79,59,1
1849,Female,Black,28,Bachelor,0,75,90,1
1850,Female,White,46,High School,8,53,80,1
1851,Male,White,30,High School,2,58,75,1
1852,Female,Asian,36,Master,4,73,69,1
1853,Female,Asian,24,Bachelor,6,44,56,0
1854,Female,Hispanic,38,Master,6,66,47,1
1855,Female,White,30,Master,8,92,41,1
1856,Male,White,45,Master,11,67,51,1
1857,Female,Black,42,High School,6,47,64,0
1858,Male,White,30,Bachelor,9,60,41,0
1859,Female,Asian,33,Master,8,60,68,0
1860,Female,Black,29,Master,12,100,61,1
1861,Female,White,21,Master,7,94,57,1
1862,Female,Asian,26,Bachelor,7,80,88,0
